email,first_name,last_name,role,school_name,school_type,domain,state,city,phone,status,notes,custom_data
info@eliteacllc.com,,,Owner/Manager,Elite AC,Business,https://eliteacllc.com/,FL,Jacksonville,(904) 420-0075,pending,"Scraped from Google Maps: HVAC companies in Jacksonville, FL. Emails: info@eliteacllc.com | Verification: SMTP Handshake Success (250 OK)",['info@eliteacllc.com']
info@totalairinc.net,,,Owner/Manager,Total Air Inc.,Business,https://totalairinc.net/?utm_source=gmb&utm_medium=organic,FL,St. Petersburg,(727) 888-2922,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: info@totalairinc.net",['info@totalairinc.net']
contact@mysite.com,,,Owner/Manager,Avalon Heating and Air +Electrical services,Business,https://coolingjacksonville.com/,FL,Jacksonville,(904) 245-1818,pending,"Scraped from Google Maps: HVAC companies in Jacksonville, FL. Emails: contact@mysite.com, service@avalonac.com | Verification: SMTP Check Failed (Skipped): Connection unexpectedly closed","['contact@mysite.com', 'service@avalonac.com']"
luke@airphillips.com,,,Owner/Manager,Phillips Air Conditioning & Heating,Business,https://airphillips.com/,FL,St. Petersburg,(727) 709-7979,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: luke@airphillips.com",['luke@airphillips.com']
,,,Owner/Manager,Forest Air Conditioning & Heating,Business,https://www.forestairac.com/,FL,St. Petersburg,(727) 865-6004,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: ",[]
,,,Owner/Manager,Del-Air Heating & Air Conditioning,Business,https://www.delair.com/jacksonville/?utm_source=google&utm_medium=organic&utm_campaign=gbp,FL,Jacksonville,(904) 278-0339,pending,"Scraped from Google Maps: HVAC companies in Jacksonville, FL. Emails: ",[]
,,,Owner/Manager,"Viking Air Services, LLC",Business,https://www.vikingcoldair.com/,FL,St. Petersburg,(727) 777-5200,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: ",[]
,,,Owner/Manager,David Gray,Business,https://www.davidgrayonline.com/,FL,Jacksonville,(904) 605-8190,pending,"Scraped from Google Maps: HVAC companies in Jacksonville, FL. Emails: ",[]
info@hernheatingandair.com,,,Owner/Manager,Hern Heating and Air Conditioning,Business,http://www.hernheatingandair.com/,FL,St. Petersburg,(727) 201-8534,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: info@hernheatingandair.com",['info@hernheatingandair.com']
your@email.com,,,Owner/Manager,Willman Air,Business,https://willmanair.com/,FL,Jacksonville,(904) 568-7371,pending,"Scraped from Google Maps: HVAC companies in Jacksonville, FL. Emails: your@email.com | Verification: SMTP Check Failed (Skipped): Connection unexpectedly closed",['your@email.com']
contact@valueairandheat.com,,,Owner/Manager,Value Air and Heat HVAC St Petersburg,Business,https://valueairandheat.com/,FL,St. Petersburg,(727) 418-3211,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: contact@valueairandheat.com",['contact@valueairandheat.com']
,,,Owner/Manager,Waychoff's Air Conditioning,Business,https://www.waychoffsac.com/?utm_source=google&utm_medium=gbp&utm_campaign=WAY0100-WEB009-GBP&utm_crid=WAY0100_WEB009_60996848,FL,Jacksonville,(904) 977-2547,pending,"Scraped from Google Maps: HVAC companies in Jacksonville, FL. Emails: ",[]
,,,Owner/Manager,"Liberty Air Hearing & Cooling, Inc",Business,https://libertyacinc.com/,FL,St. Petersburg,(727) 235-0500,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: ",[]
,,,Owner/Manager,Air Bros Air Conditioning & Electrical,Business,https://theairbros.com/,FL,St. Petersburg,(727) 217-6142,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: ",[]
,,,Owner/Manager,Domingo & Sons,Business,https://domingosonshvacpro.com/st-petersburg/,FL,St. Petersburg,(727) 594-7700,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: ",[]
,,,Owner/Manager,Precision Air conditioning & Refrigeration Inc.,Business,http://www.precisionairflorida.com/,FL,St. Petersburg,(727) 515-5506,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: ",[]
info@getcooljax.com,,,Owner/Manager,"Guardian HVAC LLC, DBA Guardian Heating and Air",Business,http://www.getcooljax.com/,FL,Jacksonville,(904) 776-4225,invalid_email,"Scraped from Google Maps: HVAC companies in Jacksonville, FL. Emails: info@getcooljax.com, %20info@getcooljax.com | Verification: SMTP Error 550: Mailbox Not Found","['info@getcooljax.com', '%20info@getcooljax.com']"
,,,Owner/Manager,Air Quality Control,Business,https://aqc-fl.com/,FL,St. Petersburg,(727) 347-0202,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: ",[]
lamar@theservicepros.com,,,Owner/Manager,The Service Pros AC Repair St Petersburg,Business,http://theservicepros.com/,FL,St. Petersburg,(727) 222-0237,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: lamar@theservicepros.com",['lamar@theservicepros.com']
,,,Owner/Manager,Tropic Aire Of North Florida,Business,https://www.tropicaire.net/,FL,Jacksonville,(904) 664-2768,pending,"Scraped from Google Maps: HVAC companies in Jacksonville, FL. Emails: ",[]
,,,Owner/Manager,Florida Cooling Store Inc,Business,https://www.flcooling.com/,FL,Jacksonville,(904) 302-9507,pending,"Scraped from Google Maps: HVAC companies in Jacksonville, FL. Emails: ",[]
,,,Owner/Manager,Von's Heating and Air,Business,https://vonsheatingandair.com/?utm_source=google&utm_medium=gbp,FL,Jacksonville,(904) 621-2953,pending,"Scraped from Google Maps: HVAC companies in Jacksonville, FL. Emails: ",[]
palmsairconditioningandheating@gmail.com,,,Owner/Manager,Palms Air Conditioning and Heating,Business,https://www.palmsair.com/,FL,Jacksonville,(904) 209-7783,pending,"Scraped from Google Maps: HVAC companies in Jacksonville, FL. Emails: palmsairconditioningandheating@gmail.com, info@palmsair.com | Verification: MX Records Found","['palmsairconditioningandheating@gmail.com', 'info@palmsair.com']"
,,,Owner/Manager,"Ball Air Conditioning, Inc.",Business,,FL,Jacksonville,(904) 347-4315,pending,"Scraped from Google Maps: HVAC companies in Jacksonville, FL. Emails: ",[]
,,,Owner/Manager,"Thigpen Heating and Cooling, Inc",Business,https://www.thigpenhvac.com/?y_source=1_MTgwMjQ2NDgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,FL,Jacksonville,(904) 448-1962,pending,"Scraped from Google Maps: HVAC companies in Jacksonville, FL. Emails: ",[]
,,,Owner/Manager,Ideal Conditions Heating & Air Conditioning,Business,https://idealconditionsjax.com/?utm_source=google+business+profile&utm_medium=organic&utm_campaign=gbp_bio,FL,Jacksonville,(904) 458-7943,pending,"Scraped from Google Maps: HVAC companies in Jacksonville, FL. Emails: ",[]
support@mgsites.net,,,Owner/Manager,"Leggett Heating & Air Conditioning, Inc.",Business,http://www.leggettairconditioning.com/,FL,Jacksonville,(904) 384-2612,pending,"Scraped from Google Maps: HVAC companies in Jacksonville, FL. Emails: support@mgsites.net | Verification: MX Records Found",['support@mgsites.net']
service@jacksonvilleacservice.com,,,Owner/Manager,NorthPort Heating and Air Conditioning,Business,http://www.jacksonvilleacservice.com/,FL,Jacksonville,(904) 438-4822,pending,"Scraped from Google Maps: HVAC companies in Jacksonville, FL. Emails: service@jacksonvilleacservice.com | Verification: SMTP Handshake Success (250 OK)",['service@jacksonvilleacservice.com']
,,,Owner/Manager,"Northeast Florida Heating & Air, Inc.",Business,https://www.nefhac.com/,FL,Jacksonville,(904) 783-7003,pending,"Scraped from Google Maps: HVAC companies in Jacksonville, FL. Emails: ",[]
,,,Owner/Manager,Ocean State Air Conditioning & Heating,Business,https://oceanstateac.com/,FL,Jacksonville,(904) 574-5619,pending,"Scraped from Google Maps: HVAC companies in Jacksonville, FL. Emails: ",[]
leads@reliableductsac.com,,,Owner/Manager,Reliable Ducts Heating and Cooling,Business,https://reliableductsac.com/,FL,Jacksonville,(904) 551-7132,invalid_email,"Scraped from Google Maps: HVAC companies in Jacksonville, FL. Emails: leads@reliableductsac.com | Verification: SMTP Error 550: Mailbox Not Found",['leads@reliableductsac.com']
service@comfortzoneofnf.com,,,Owner/Manager,Comfort Zone of North Florida Inc.,Business,https://comfortzoneofnf.com/jacksonville/,FL,Jacksonville,(904) 659-8701,invalid_email,"Scraped from Google Maps: HVAC companies in Jacksonville, FL. Emails: service@comfortzoneofnf.com | Verification: SMTP Error 550: Mailbox Not Found",['service@comfortzoneofnf.com']
,,,Owner/Manager,"Gulf Coast Heating & AC, LLC",Business,https://makeitcold.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,FL,St. Petersburg,(727) 329-6696,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: ",[]
,,,Owner/Manager,"Liberty Air Hearing & Cooling, Inc",Business,https://libertyacinc.com/,FL,St. Petersburg,(727) 235-0500,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: ",[]
,,,Owner/Manager,Domingo & Sons,Business,https://domingosonshvacpro.com/st-petersburg/,FL,St. Petersburg,(727) 594-7700,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: ",[]
,,,Owner/Manager,CABRERA & SONS SERVICES,Business,https://cabrerasonsroofingconstruction.com/jacksonville-beach-fl/,FL,Jacksonville,(904) 590-5350,pending,"Scraped from Google Maps: HVAC companies in Jacksonville, FL. Emails: ",[]
,,,Owner/Manager,Florida Air Flow Heating & Air,Business,https://floridaairflow.com/,FL,Jacksonville,(904) 982-9731,pending,"Scraped from Google Maps: HVAC companies in Jacksonville, FL. Emails: ",[]
info@flowtechac.com,,,Owner/Manager,Flow -Tech Air Conditioning Corp.,Business,https://www.flowtechac.com/,FL,Miami,(305) 264-5051,pending,"Scraped from Google Maps: HVAC companies in Miami, FL. Emails: info@flowtechac.com | Verification: MX Records Found",['info@flowtechac.com']
,,,Owner/Manager,Sub Zero Air Conditioning,Business,http://www.subzeroacflorida.com/,FL,St. Petersburg,(727) 895-5200,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: ",[]
minisplitsmiami1@gmail.com,,,Owner/Manager,Best Price Mini Splits Miami Fl,Business,http://bestpriceminisplitsmiami.com/,FL,Miami,(786) 447-7745,pending,"Scraped from Google Maps: HVAC companies in Miami, FL. Emails: minisplitsmiami1@gmail.com | Verification: MX Records Found",['minisplitsmiami1@gmail.com']
info@premiersaintpetersburgacrepair.com,,,Owner/Manager,Premier Saint Petersburg AC Repair,Business,https://premiersaintpetersburgacrepair.com/,FL,St. Petersburg,(727) 629-8583,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: info@premiersaintpetersburgacrepair.com, your@email.com","['info@premiersaintpetersburgacrepair.com', 'your@email.com']"
leads@directac123.com,,,Owner/Manager,Direct Air Conditioning,Business,https://www.directac123.com/cooling/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*79*direct-air-miami,FL,Miami,(786) 884-5021,pending,"Scraped from Google Maps: HVAC companies in Miami, FL. Emails: leads@directac123.com, contact@mysite.com, info@directac123.com | Verification: MX Records Found","['leads@directac123.com', 'contact@mysite.com', 'info@directac123.com']"
,,,Owner/Manager,Sarah's Air,Business,https://sarahsair.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=website-link,FL,St. Petersburg,(727) 437-1080,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: ",[]
eddy@coolsolutionservices.com,,,Owner/Manager,Cool Solution Services,Business,http://www.coolsolutionservices.com/,FL,Miami,(305) 505-0871,pending,"Scraped from Google Maps: HVAC companies in Miami, FL. Emails: eddy@coolsolutionservices.com | Verification: MX Records Found",['eddy@coolsolutionservices.com']
,,,Owner/Manager,Reliable Air Conditioning,Business,https://www.acreliable.com/,FL,Miami,(305) 325-9283,pending,"Scraped from Google Maps: HVAC companies in Miami, FL. Emails: ",[]
,,,Owner/Manager,"Gulf Coast Heating & AC, LLC",Business,https://makeitcold.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,FL,St. Petersburg,(727) 329-6696,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: ",[]
info@advantech-air.com,,,Owner/Manager,Advantech Air,Business,http://www.advantech-air.com/,FL,Jacksonville,(904) 325-9007,pending,"Scraped from Google Maps: HVAC companies in Jacksonville, FL. Emails: info@advantech-air.com | Verification: SMTP Check Failed (Skipped): Connection unexpectedly closed: timed out",['info@advantech-air.com']
,,,Owner/Manager,RCI Air Conditioning Company,Business,https://www.rci-air.com/,FL,Miami,(305) 396-3728,pending,"Scraped from Google Maps: HVAC companies in Miami, FL. Emails: ",[]
office@nobleheatingair.com,,,Owner/Manager,"Noble Heating & Air, Inc",Business,http://nobleheatingairservices.com/,FL,Jacksonville,(904) 413-8020,pending,"Scraped from Google Maps: HVAC companies in Jacksonville, FL. Emails: office@nobleheatingair.com | Verification: SMTP Handshake Success (250 OK)",['office@nobleheatingair.com']
billing@coldlifeac.com,,,Owner/Manager,Coldlife AC - Air Conditioner Services Miami,Business,https://www.coldlifeac.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,FL,Miami,(305) 351-3087,pending,"Scraped from Google Maps: HVAC companies in Miami, FL. Emails: billing@coldlifeac.com, info@coldlifeac.com | Verification: MX Records Found","['billing@coldlifeac.com', 'info@coldlifeac.com']"
aircoolmiamiservicesinc@gmail.com,,,Owner/Manager,Aircool Miami Services Inc,Business,https://aircoolmiamiservicesinc.com/,FL,Miami,(305) 796-2724,pending,"Scraped from Google Maps: HVAC companies in Miami, FL. Emails: aircoolmiamiservicesinc@gmail.com, info@aircoolmiamiservicesinc.com | Verification: MX Records Found","['aircoolmiamiservicesinc@gmail.com', 'info@aircoolmiamiservicesinc.com']"
info@airondemand.com,,,Owner/Manager,Air On Demand,Business,https://www.airondemand.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,FL,Miami,(305) 259-5669,pending,"Scraped from Google Maps: HVAC companies in Miami, FL. Emails: info@airondemand.com | Verification: MX Records Found",['info@airondemand.com']
eben@eyebytes.com,,,Owner/Manager,Wynwood Air Conditioning and Refrigeration,Business,http://wynwoodac.com/,FL,Miami,(786) 303-3739,pending,"Scraped from Google Maps: HVAC companies in Miami, FL. Emails: eben@eyebytes.com | Verification: MX Records Found",['eben@eyebytes.com']
,,,Owner/Manager,Emergency AC Corp,Business,https://www.emergencyaccorp.com/?utm_source=googlebusinessprofile&utm_medium=organic&utm_campaign=miamigbp,FL,Miami,(833) 514-1414,pending,"Scraped from Google Maps: HVAC companies in Miami, FL. Emails: ",[]
general@freezingmechanical.com,,,Owner/Manager,Freezing Mechanical,Business,https://freezingmechanical.com/,FL,Miami,(305) 363-7021,pending,"Scraped from Google Maps: HVAC companies in Miami, FL. Emails: general@freezingmechanical.com, vfinalet@freezingmechanical.com | Verification: MX Records Found","['general@freezingmechanical.com', 'vfinalet@freezingmechanical.com']"
impallari@gmail.com,,,Owner/Manager,Southern Comfort Air Conditioning & Builders,Business,http://www.southerncomfortac.com/,FL,Miami,(786) 346-7590,pending,"Scraped from Google Maps: HVAC companies in Miami, FL. Emails: impallari@gmail.com, hello@rfuenzalida.com | Verification: MX Records Found","['impallari@gmail.com', 'hello@rfuenzalida.com']"
,,,Owner/Manager,Miami AC Experts,Business,,FL,Miami,(305) 488-2037,pending,"Scraped from Google Maps: HVAC companies in Miami, FL. Emails: ",[]
,,,Owner/Manager,HVAC pros of Miami,Business,http://www.hvac-pros-of-miami.com/,FL,Miami,(305) 699-6896,pending,"Scraped from Google Maps: HVAC companies in Miami, FL. Emails: ",[]
,,,Owner/Manager,St. Pete Air Conditioning & Heating LLC,Business,http://stpeteairconditioningfl.com/,FL,St. Petersburg,(727) 521-2001,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: ",[]
,,,Owner/Manager,Father & Sons AC / Heating Inc.,Business,,FL,St. Petersburg,(727) 321-9588,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: ",[]
address@domain.com,,,Owner/Manager,Hales AC,Business,https://www.halesac.com/,FL,St. Petersburg,(727) 386-8956,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: address@domain.com",['address@domain.com']
,,,Owner/Manager,Sub Zero Air Conditioning,Business,http://www.subzeroacflorida.com/,FL,St. Petersburg,(727) 895-5200,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: ",[]
valeria@kronwest.com,,,Owner/Manager,"Kron & West, Inc",Business,https://www.kronwest.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,FL,St. Petersburg,(727) 345-0317,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: valeria@kronwest.com, marina@kronwest.com, marc@kronwest.com, amy@kronwest.com, joe@kronwest.com, bryang@kronwest.com, delecia@kronwest.com, danielle@kronwest.com, ashley@kronwest.com, tyler@kronwest.com, bob@kronwest.com, briankron@kronwest.com, marinakron.mk@gmail.com","['valeria@kronwest.com', 'marina@kronwest.com', 'marc@kronwest.com', 'amy@kronwest.com', 'joe@kronwest.com', 'bryang@kronwest.com', 'delecia@kronwest.com', 'danielle@kronwest.com', 'ashley@kronwest.com', 'tyler@kronwest.com', 'bob@kronwest.com', 'briankron@kronwest.com', 'marinakron.mk@gmail.com']"
your@email.com,,,Owner/Manager,Premier Saint Petersburg AC Repair,Business,https://premiersaintpetersburgacrepair.com/,FL,St. Petersburg,(727) 629-8583,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: your@email.com, info@premiersaintpetersburgacrepair.com","['your@email.com', 'info@premiersaintpetersburgacrepair.com']"
,,,Owner/Manager,Sarah's Air,Business,https://sarahsair.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=website-link,FL,St. Petersburg,(727) 437-1080,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: ",[]
,,,Owner/Manager,J&J Refrigeration Inc.,Business,https://jjcools.com/,FL,St. Petersburg,(727) 552-6657,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: ",[]
,,,Owner/Manager,GoodWind Cooling & Heating Inc.,Business,https://goodwindfl.com/?utm_source=gmb&utm_medium=organic,FL,St. Petersburg,(727) 557-9517,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: ",[]
service@whitleysair.com,,,Owner/Manager,Whitleys Heating and Air LLC,Business,https://www.whitleysair.com/,FL,Jacksonville,(904) 626-6675,pending,"Scraped from Google Maps: HVAC companies in Jacksonville, FL. Emails: service@whitleysair.com | Verification: SMTP Handshake Success (250 OK)",['service@whitleysair.com']
info@smartheatandcool.com,,,Owner/Manager,Smart Heating & Cooling,Business,https://smartheatandcool.com/?utm_source=google&utm_campaign=gmb,FL,St. Petersburg,(855) 682-0402,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: info@smartheatandcool.com",['info@smartheatandcool.com']
info@homeofintegrity.com,,,Owner/Manager,Integrity Home Solutions,Business,https://www.homeofintegrity.com/service-area/st-petersburg/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*133*integrity-home-solutions-st.-petersburg,FL,St. Petersburg,(727) 235-6972,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: info@homeofintegrity.com",['info@homeofintegrity.com']
mitch@mandrhvac.com,,,Owner/Manager,M&R Air Conditioning & Electrical LLC,Business,http://mandrhvac.com/,FL,St. Petersburg,(813) 482-8499,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: mitch@mandrhvac.com",['mitch@mandrhvac.com']
filler@godaddy.com,,,Owner/Manager,Titanium Air,Business,http://www.titanium-air.net/,FL,St. Petersburg,(727) 746-4416,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: filler@godaddy.com, service@titaniumair.net","['filler@godaddy.com', 'service@titaniumair.net']"
info@allseasonsjax.com,,,Owner/Manager,All-Seasons Heating And Air Conditioning of Jax Inc,Business,http://www.allseasonsjax.com/,FL,Jacksonville,(904) 398-5720,pending,"Scraped from Google Maps: HVAC companies in Jacksonville, FL. Emails: info@allseasonsjax.com | Verification: SMTP Handshake Success (250 OK)",['info@allseasonsjax.com']
,,,Owner/Manager,"Lickety Split AC, Plumbing & Electric",Business,https://licketysplitfl.com/?utm_source=google&utm_medium=gbp-jacksonville&se_campaign=GBP-Jacksonville,FL,Jacksonville,(904) 712-0764,pending,"Scraped from Google Maps: HVAC companies in Jacksonville, FL. Emails: ",[]
,,,Owner/Manager,Buehler Air Conditioning & Plumbing,Business,https://buehlerair.com/?utm_source=google&utm_medium=organic&utm_campaign=GMBListing-Jacksonville-Beach-FL,FL,Jacksonville,(904) 605-0332,pending,"Scraped from Google Maps: HVAC companies in Jacksonville, FL. Emails: ",[]
,,,Owner/Manager,Beachside AC Repair 24 hour,Business,https://acrepair24seven.com/,FL,Miami,(786) 661-7337,pending,"Scraped from Google Maps: HVAC companies in Miami, FL. Emails: ",[]
airbyestes@gmail.com,,,Owner/Manager,"Estes Heating and Air-Conditioning, Inc.",Business,https://www.airbyestes.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,FL,Jacksonville,(904) 241-6727,pending,"Scraped from Google Maps: HVAC companies in Jacksonville, FL. Emails: airbyestes@gmail.com | Verification: SMTP Handshake Success (250 OK)",['airbyestes@gmail.com']
sales@online-sandt.com,,,Owner/Manager,True Cool Air Conditioning Service Inc,Business,http://www.truecoolac.com/,FL,Miami,(305) 232-7575,pending,"Scraped from Google Maps: HVAC companies in Miami, FL. Emails: sales@online-sandt.com, terry@truecoolac.com, truecool@comcast.net | Verification: MX Records Found","['sales@online-sandt.com', 'terry@truecoolac.com', 'truecool@comcast.net']"
info@jjacservice.com,,,Owner/Manager,JJ A/C Service,Business,http://jjacservice.com/,FL,Miami,(305) 984-8016,pending,"Scraped from Google Maps: HVAC companies in Miami, FL. Emails: info@jjacservice.com, service@jjacservice.com | Verification: MX Records Found","['info@jjacservice.com', 'service@jjacservice.com']"
,,,Owner/Manager,Trinity Air Conditioning,Business,https://trinityac.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,FL,Miami,(305) 709-5128,pending,"Scraped from Google Maps: HVAC companies in Miami, FL. Emails: ",[]
,,,Owner/Manager,The Top HVAC Services,Business,,FL,Miami,(305) 901-5761,pending,"Scraped from Google Maps: HVAC companies in Miami, FL. Emails: ",[]
,,,Owner/Manager,St. Pete Air Conditioning & Heating LLC,Business,http://stpeteairconditioningfl.com/,FL,St. Petersburg,(727) 521-2001,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: ",[]
,,,Owner/Manager,Father & Sons AC / Heating Inc.,Business,,FL,St. Petersburg,(727) 321-9588,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: ",[]
,,,Owner/Manager,Apogee HVAC Solutions LLC,Business,http://apogeehvac.com/,FL,Miami,(954) 309-0717,pending,"Scraped from Google Maps: HVAC companies in Miami, FL. Emails: ",[]
address@domain.com,,,Owner/Manager,Hales AC,Business,https://www.halesac.com/,FL,St. Petersburg,(727) 386-8956,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: address@domain.com",['address@domain.com']
,,,Owner/Manager,"Island Breeze Air Conditioning, LLC",Business,https://www.islandbreezeac.io/,FL,Miami,(786) 350-5815,pending,"Scraped from Google Maps: HVAC companies in Miami, FL. Emails: ",[]
bob@kronwest.com,,,Owner/Manager,"Kron & West, Inc",Business,https://www.kronwest.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,FL,St. Petersburg,(727) 345-0317,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: bob@kronwest.com, bryang@kronwest.com, marina@kronwest.com, danielle@kronwest.com, marc@kronwest.com, amy@kronwest.com, ashley@kronwest.com, joe@kronwest.com, briankron@kronwest.com, marinakron.mk@gmail.com, delecia@kronwest.com, valeria@kronwest.com, tyler@kronwest.com","['bob@kronwest.com', 'bryang@kronwest.com', 'marina@kronwest.com', 'danielle@kronwest.com', 'marc@kronwest.com', 'amy@kronwest.com', 'ashley@kronwest.com', 'joe@kronwest.com', 'briankron@kronwest.com', 'marinakron.mk@gmail.com', 'delecia@kronwest.com', 'valeria@kronwest.com', 'tyler@kronwest.com']"
,,,Owner/Manager,J&J Refrigeration Inc.,Business,https://jjcools.com/,FL,St. Petersburg,(727) 552-6657,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: ",[]
,,,Owner/Manager,GoodWind Cooling & Heating Inc.,Business,https://goodwindfl.com/?utm_source=gmb&utm_medium=organic,FL,St. Petersburg,(727) 557-9517,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: ",[]
info@smartheatandcool.com,,,Owner/Manager,Smart Heating & Cooling,Business,https://smartheatandcool.com/?utm_source=google&utm_campaign=gmb,FL,St. Petersburg,(855) 682-0402,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: info@smartheatandcool.com",['info@smartheatandcool.com']
jhonmick889999@gmail.com,,,Owner/Manager,HVAC Solutions,Business,https://hvac-solutions.ueniweb.com/?utm_campaign=gmb,FL,St. Petersburg,(786) 652-1566,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: jhonmick889999@gmail.com",['jhonmick889999@gmail.com']
info@homeofintegrity.com,,,Owner/Manager,Integrity Home Solutions,Business,https://www.homeofintegrity.com/service-area/st-petersburg/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*133*integrity-home-solutions-st.-petersburg,FL,St. Petersburg,(727) 235-6972,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: info@homeofintegrity.com",['info@homeofintegrity.com']
mitch@mandrhvac.com,,,Owner/Manager,M&R Air Conditioning & Electrical LLC,Business,http://mandrhvac.com/,FL,St. Petersburg,(813) 482-8499,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: mitch@mandrhvac.com",['mitch@mandrhvac.com']
,,,Owner/Manager,McMullen Air Conditioning & Refrigeration,Business,http://www.mcmullenhvac.com/,FL,St. Petersburg,(727) 527-0000,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: ",[]
service@titaniumair.net,,,Owner/Manager,Titanium Air,Business,http://www.titanium-air.net/,FL,St. Petersburg,(727) 746-4416,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: service@titaniumair.net, filler@godaddy.com","['service@titaniumair.net', 'filler@godaddy.com']"
,,,Owner/Manager,"Mannix Heating & Cooling of St. Petersburg, FL",Business,https://www.mannixhvac.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_stpete,FL,St. Petersburg,(727) 999-7002,pending,"Scraped from Google Maps: HVAC companies in St. Petersburg, FL. Emails: ",[]
your@email.com,,,Owner/Manager,"Complete Air Systems, Inc.",Business,http://completeair.com/,FL,Jacksonville,(904) 268-4486,pending,"Scraped from Google Maps: HVAC companies in Jacksonville, FL. Emails: your@email.com | Verification: SMTP Check Failed (Skipped): Connection unexpectedly closed",['your@email.com']
,,,Owner/Manager,Doctor Air Hvac Corp,Business,http://www.doctorairhvac.com/,FL,Miami,(786) 367-3152,pending,"Scraped from Google Maps: HVAC companies in Miami, FL. Emails: ",[]
info@americanthermalservices.com,,,Owner/Manager,American Thermal Services,Business,https://americanthermalservices.com/,FL,Miami,(786) 357-4050,pending,"Scraped from Google Maps: HVAC companies in Miami, FL. Emails: info@americanthermalservices.com | Verification: MX Records Found",['info@americanthermalservices.com']
,,,Owner/Manager,Elite AC Heating Repair Miami,Business,,FL,Miami,(305) 239-8487,pending,"Scraped from Google Maps: HVAC companies in Miami, FL. Emails: ",[]
